name,planet_status,mass,radius,orbital_period,angular_distance,discovered,temp_measured,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_mass,star_radius,star_age,star_alternate_names
NGTS-11 b,Confirmed,0.37,0.823,35.455285,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-1847 b,NGTS-11,23.520833335,-14.419166677,,,,,,191.5,0.862,0.832,3.9,TIC-54002556
NGTS-2 b,Confirmed,0.67,1.536,4.5111204,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"WASP-179 b, TYC 7282-1298-1 b",NGTS-2,215.12500001,-31.20194445,10.96,,,,,360.3,1.64,1.702,2.17,"WASP-179, TYC 7282-1298-1"
NGTS-20 b,Confirmed,2.98,1.07,54.18915,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-5152 b,NGTS-20,46.29166667,-21.93361113,11.2,,,,,366.2,1.47,1.78,4.1,TOI-5252
NGTS-5 b,Confirmed,0.229,1.136,3.3569866,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,NGTS-5,221.058333338,5.605277794,,,,,,309.5,0.661,0.739,,2MASS 14441396+0536195
pi Men c,Confirmed,0.01142,0.16719,6.267852,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 39091 c,pi Men,84.2912083366,-80.4691111224,5.67,,,,,18.37,1.094,1.1,2.98,HD 39091
Qatar-2 b,Confirmed,2.494,1.254,1.33711647,,2011,,Announced on a professional conference,Primary Transit,,,"2MASS J13503740-0648145 b, EPIC 212756297.01, GSC 04974-00112 b, WISE J135037.33-064814.5  b",Qatar-2,207.655866,-6.804028,13.3,,11.35,10.794,,182.32,0.74,0.78,5.0,"2MASS J13503740-0648145, EPIC 212756297, GSC 04974-00112, WISE J135037.33-064814.5"
Qatar-3 b,Confirmed,4.31,1.096,2.5079204,,2016,84.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Qatar-3,359.150000012,36.21305557,12.88,,,,,,1.145,1.272,0.31,UCAC3 253-304972
Qatar-4 b,Confirmed,5.85,1.552,1.8053949,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Qatar-4,4.858333342,44.027500009,13.6,,,,,,0.896,0.849,0.17,UCAC3 269-003518
Qatar-5 b,Confirmed,4.32,1.107,2.8792319,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Qatar-5,7.054166671,42.061388899,12.82,,,,,,1.128,1.076,0.53,UCAC3 265-004681
Qatar-6 A b,Confirmed,0.668,1.062,3.506189,,2017,,Published in a refereed paper,Primary Transit,,Primary Transit,Qatar-6 b,Qatar-6 A,222.20833335,22.152500005,11.4,,,,,101.0,0.822,0.722,1.0,Qatar-6
tau Boo A b,Confirmed,5.84,1.06,3.31249,0.002949,1996,,Published in a refereed paper,Radial Velocity,,Theoretical,tau Boo b,tau Boo A,206.8208333,17.4561111,4.5,,,,,15.6,1.3,1.331,2.52,tau Boo
TOI-1130 c,Confirmed,0.974,1.5,8.350381,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-1130,286.37600001008,-41.43763612322,11.4,,,,,58.26,0.684,0.687,8.2,TIC 254113311
TOI-1231 b,Confirmed,0.0485,0.3256,24.245586,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,NLTT  24399,TOI-1231,156.745833353,-52.467777788,12.3,,,,,27.4932,0.485,0.476,,NLTT 24399
TOI-1288 b,Confirmed,42.0,0.4675,2.6998,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-1288,313.16666668,65.608888908,10.4,,,,,114.7,0.89,1.01,,TIC 365733349
TOI-1411 b,Confirmed,0.0079,0.1213,1.4520358,,2022,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,TOI-1411,232.945833349,47.056944451,10.0,,,,,32.5,0.59,0.66,,"HIP 7642, GJ 9522A"
TOI-1431 b/MASCARA-5 b,Confirmed,3.14,1.508,2.65022,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 201033 b,TOI-1431/MASCARA-5,316.204166683,55.588055571,8.0,,,,,149.6,1.9,1.92,0.29,HD 201033
TOI-178 b,Confirmed,0.00472,0.10278,1.914558,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-178 b,TOI-178,7.300000004,-30.453611123,12.0,,,,,63.0,0.65,0.651,7.1,TYC 6991-475-1
TOI-178 f,Confirmed,0.02429,0.20403,15.231915,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-178,7.300000004,-30.453611123,12.0,,,,,63.0,0.65,0.651,7.1,TYC 6991-475-1
TOI-178 g,Confirmed,0.0124,0.256,20.7095,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-178,7.300000004,-30.453611123,12.0,,,,,63.0,0.65,0.651,7.1,TYC 6991-475-1
TOI-178 c,Confirmed,0.01501,0.1489,3.23845,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-178 c,TOI-178,7.300000004,-30.453611123,12.0,,,,,63.0,0.65,0.651,7.1,TYC 6991-475-1
TOI-178 d,Confirmed,0.00947,0.22946,6.5577,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-178 d,TOI-178,7.300000004,-30.453611123,12.0,,,,,63.0,0.65,0.651,7.1,TYC 6991-475-1
TOI-178 e,Confirmed,0.01214,0.1969,9.961881,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-178,7.300000004,-30.453611123,12.0,,,,,63.0,0.65,0.651,7.1,TYC 6991-475-1
TOI-179 b,Confirmed,0.0758,0.2436,4.1374386,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 18599 b,TOI-179,44.262500001,-56.191944455,8.9,,,,,38.585,0.807,0.798,0.3,HD 18599
TOI-1860 b,Confirmed,0.0069,0.1169,1.062107,,2022,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,TOI-1860,226.45833335,64.047222234,8.4,,,,,45.9,0.99,0.94,,"GJ 577A, HIP 73869, HD 134319"
TOI-2145 b,Confirmed,5.35,1.103,10.261081,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-2145,263.758333334,40.695000023,,,,,,124.6,1.72,2.738,1.79,HIP 86040
TOI-2180 b,Confirmed,2.755,1.01,260.158,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 238894 b,TOI-2180,277.941666682,56.650833347,9.2,,,,,116.3,1.111,1.636,8.1,HD 238894
TOI-257 b,Confirmed,0.134,0.626,18.38827,,2020,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,HD 19916 b,TOI-257,47.516666668,-50.832500029,,,,,,77.07,1.389,1.926,3.11,HD 19916
TOI-263 b,Confirmed,61.6,0.91,0.5568143,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-263,37.10829167533,-25.09733056842,,,,,,279.0,0.4,0.405,4.75,"TOI 263, TIC120916706"
TOI-3362 b,Confirmed,5.029,1.142,18.09547,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TIC-464300749 b, HD 300730 b",TOI-3362,155.983333352,-56.84305558,10.86,,,,,370.85,1.445,1.83,2.14,"HD 300730, TIC-464300749"
TOI-402 c,Confirmed,0.02766,0.225,17.1784,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-402,36.868245,-27.635184,9.1,,,,,44.86,0.851,0.839,7.5,HD 15337
TOI-402 b,Confirmed,0.0227,0.1516,4.75642,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-402,36.868245,-27.635184,9.1,,,,,44.86,0.851,0.839,7.5,HD 15337
TOI-431 b,Confirmed,0.00966,0.1142,0.490047,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HIP 26013 b,TOI-431,83.270833335,-26.723888909,9.12,,,,,32.61,0.78,0.731,,HIP 26013
TOI-431 d,Confirmed,0.0311,0.2935,12.46103,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HIP 26013 d,TOI-431,83.270833335,-26.723888909,9.12,,,,,32.61,0.78,0.731,,HIP 26013
TOI-4481 b,Confirmed,0.006,0.11874,0.9263237,,2023,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,GJ 806 b,TOI-4481,311.266666668,44.499166689,,,,,,12.0641,0.413,0.4144,4.5,GJ 806
TOI-500 b,Confirmed,0.005,0.1035,0.5481579,,2022,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"HIP 34269 b, GJ 9224 b",TOI-500,106.5718,-47.6993,,,,,,47.4,0.88,0.75,,"HIP 34269, GJ 9224"
TOI-544 b,Confirmed,0.016,0.1811,1.548351,,2022,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,HD 290498 b,TOI-544,82.29166667,-0.342500014,11.0,,,,,41.1,0.85,0.66,,HD 290498
TOI-628 b,Confirmed,6.33,1.06,3.4095675,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 288842 b,TOI-628,99.262500001,1.767500016,10.0,,,,,178.5,1.311,1.345,1.28,HD 288842
TOI-778 b,Confirmed,2.8,1.374,4.633611,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 115447,TOI-778,199.33333334,-15.273611122,9.1,,,,,162.0,1.4,1.71,1.95,HD 115447
TOI-836 b,Confirmed,0.01425,0.15202,3.81673,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HIP 73427 b,TOI-836,225.079166673,-24.454444457,9.9,,,,,27.504,0.678,0.665,5.4,HIP 73427
TOI-836 c,Confirmed,0.0302,0.2308,8.59545,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HIP 73427 c,TOI-836,225.079166673,-24.454444457,9.9,,,,,27.504,0.678,0.665,5.4,HIP 73427
TOI-849 b,Confirmed,0.12299,0.30726,0.76552414,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-849,28.715795850597,-29.4217085679224,11.98,,,,10.42,225.2,0.929,0.919,6.7,TIC 33595516
TRAPPIST-1 b,Confirmed,0.0027,0.09689,1.51087081,,2016,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,TRAPPIST-1,346.620833343,-5.041388896,18.8,,,,,12.1,0.08,0.117,7.6,2MASS J23062928-0502285
TRAPPIST-1 g,Confirmed,0.00422,0.1005,12.35294,,2017,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,TRAPPIST-1,346.620833343,-5.041388896,18.8,,,,,12.1,0.08,0.117,7.6,2MASS J23062928-0502285
TRAPPIST-1 c,Confirmed,0.00434,0.09421,2.4218233,,2016,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,TRAPPIST-1,346.620833343,-5.041388896,18.8,,,,,12.1,0.08,0.117,7.6,2MASS J23062928-0502285
TRAPPIST-1 h,Confirmed,0.001041,0.0674,20.0,,2017,,Published in a refereed paper,Primary Transit,,Primary Transit,,TRAPPIST-1,346.620833343,-5.041388896,18.8,,,,,12.1,0.08,0.117,7.6,2MASS J23062928-0502285
TRAPPIST-1 d,Confirmed,0.0013,0.0689,4.04961,,2016,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,TRAPPIST-1,346.620833343,-5.041388896,18.8,,,,,12.1,0.08,0.117,7.6,2MASS J23062928-0502285
TRAPPIST-1 e,Confirmed,0.002,0.0819,6.099615,,2017,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,2MASS J23062928-0502285 e,TRAPPIST-1,346.620833343,-5.041388896,18.8,,,,,12.1,0.08,0.117,7.6,2MASS J23062928-0502285
TRAPPIST-1 f,Confirmed,0.0021,0.09323,9.20669,,2017,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,TRAPPIST-1,346.620833343,-5.041388896,18.8,,,,,12.1,0.08,0.117,7.6,2MASS J23062928-0502285
TrES-2 A b,Confirmed,1.253,1.189,2.4706133738,0.000162,2006,,Submitted to a professional journal,Primary Transit,,,"TrES-2, TrES-2 A b, Kepler-1 b",TrES-2 A,286.8083333,49.3163889,11.41,,,,,220.0,0.98,1.0,5.1,TrES-2
WASP-118 b,Confirmed,0.514,1.44,4.0460435,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J011812.12+024210.2 b, 2MASS J01181213+0242102 b, EPIC 220303276.01, TYC 23-187-1 b, WISE J011812.13+024210.1 b",WASP-118,19.550543,2.702824,11.02,,10.087,9.847,,380.53,1.32,1.7,1.17,"1SWASP J011812.12+024210.2, 2MASS J01181213+0242102, EPIC 220303276, TYC 23-187-1, WISE J011812.13+024210.1"
WASP-128 b,Confirmed,37.19,0.937,2.20883665,,2018,,Published in a refereed paper,Primary Transit,,Primary Transit,,WASP-128,172.858750009,-41.6895277964,12.5,,,,,422.0,1.155,1.152,2.2,2MASS J11312609-4141222
WASP-151 b,Confirmed,0.31,1.13,4.533471,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,WASP-151,349.063416672,0.306805567,12.9,,,,,480.0,1.077,1.14,5.1,"K2-134, EPIC 246441449, 2MASS J23161522+0018242"
WASP-157 b,Confirmed,0.576,0.998,3.951623,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J132637.24-081903.2 b, 2MASS J13263727-0819033 b, EPIC 212697709 b, EPIC 212697709.01, K2-41 b, TYC 5544-00596-1 b, WISE J132637.24-081903.4 b",WASP-157,201.655197,-8.31756,12.9,,11.11,10.799,,337.71,1.06,1.1,1.0,"1SWASP J132637.24-081903.2, 2MASS J13263727-0819033, EPIC 212697709, K2-41, TYC 5544-596-1, WISE J132637.24-081903.4"
WASP-161 b,Confirmed,2.49,1.143,5.4060425,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,WASP-161,126.337875007,-11.5010000108,11.09,,,,,,1.39,1.712,2.4,2MASS08252108-1130035
WASP-163 b,Confirmed,1.87,1.202,1.6096884,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,WASP-163,256.53741667,-10.413055574,12.54,,,,,,0.97,1.015,11.4,2MASS17060901-1024467
WASP-167 b,Confirmed,8.0,1.51,2.0219591,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KELT-13 b,WASP-167,196.043875004,-35.5495222458,10.5,,,,,381.0,1.518,1.756,1.29,"KELT-13, 2MASS J13041053{353258"
WASP-170 b,Confirmed,1.6,1.096,2.34478022,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,WASP-170,135.416375013,-20.7204444618,12.79,,,,,,0.93,0.938,4.8,2MASS09013992-2043133
WASP-178 b,Confirmed,1.41,1.94,3.3448285,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KELT-26 b,WASP-178,227.270833335,-42.705000018,9.95,,9.8,,,417.0,1.93,1.801,0.43,"KELT-26, HD 134004"
WASP-189 b,Confirmed,1.99,1.619,2.724033,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,WASP-189,225.686916682,-3.0313611232,6.6,,,,,99.0,1.887,2.33,0.855,HR 5599
WASP-2 A b,Confirmed,0.847,1.079,2.15222144,0.000218,2006,,Published in a refereed paper,Primary Transit,,,WASP-2 b,WASP-2 A,307.725,6.4294444,11.98,,,,,144.0,0.84,0.834,,WASP-2
WASP-20 A b,Confirmed,0.313,1.459,4.8996285,,2011,,Announced on a professional conference,Primary Transit,,,WASP-20 b,WASP-20 A,5.16056709618,-23.9357130761,10.68,,,,,210.0,1.202,1.392,7.0,"CD-24 102, TYC 6413-439-1, 2MASS J00203853-2356086, WASP-20"
WASP-24 b,Confirmed,1.071,1.3,2.3412127,0.000109,2010,,Announced on a website,Primary Transit,,,,WASP-24,227.2166667,2.3433333,11.3,,,,,332.5,1.129,1.147,1.6,"USNO-B1.0 0923-0348089, 2MASS J15085174+0220358, TYC 339-329-1"
WASP-30 b,Confirmed,60.86,0.889,4.156736,,2010,,Published in a refereed paper,Primary Transit,Radial Velocity,,,WASP-30,358.408558346,-10.1180888924,11.91,,,,,366.0,1.166,0.889,2.0,"TYC 5834-95-1, MASS 23533805-1007049"
WASP-47 e,Confirmed,0.02149,0.161,0.789592,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J220448.72-120107.8 e, 2MASS J22044873-1201079 e, EPIC 206103150 e, EPIC 206103150.03, K2-23 e, WISE J220448.74-120108.4 e",WASP-47,331.203047,-12.018885,11.9,,10.613,10.31,,266.69,1.04,1.14,,"1SWASP J220448.72-120107.8, 2MASS J22044873-1201079, EPIC 206103150, K2-23, WISE J220448.74-120108.4"
WASP-47 b,Confirmed,1.14243,1.127,4.1591289,0.00026,2012,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J220448.72-120107.8 b, 2MASS J22044873-1201079 b, EPIC 206103150.01, K2-23 b, WISE J220448.74-120108.4  b",WASP-47,331.203047,-12.018885,11.9,,10.613,10.31,,266.69,1.04,1.14,,"1SWASP J220448.72-120107.8, 2MASS J22044873-1201079, EPIC 206103150, K2-23, WISE J220448.74-120108.4"
WASP-47 d,Confirmed,0.04122,0.319,9.03077,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J220448.72-120107.8 d, 2MASS J22044873-1201079 d, EPIC 206103150 d, EPIC 206103150.02, K2-23 d, WISE J220448.74-120108.4 d",WASP-47,331.203047,-12.018885,11.9,,10.613,10.31,,266.69,1.04,1.14,,"1SWASP J220448.72-120107.8, 2MASS J22044873-1201079, EPIC 206103150, K2-23, WISE J220448.74-120108.4"
WASP-49 A b,Confirmed,0.378,1.115,2.7817387,,2011,,Published in a refereed paper,Primary Transit,,,WASP-49,WASP-49 A,91.0894250072,-16.9652944757,,,,,,170.0,0.94,0.9,,WASP-49
WASP-53 b,Confirmed,2.132,1.074,3.3098443,,2011,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,WASP-53,31.9092500127,-20.661944467,,,10.959,,,235.0,0.839,0.798,,2MASS J02073820{2039426
WASP-55 b,Confirmed,0.61,1.33,4.46563,,2012,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J133501.94-173012.7 b, 2MASS J13350194-1730124 b, EPIC 212300977.01, TYC 6125-00113-1 b, WASP-55 A b, WISE J133501.96-173012.7  b",WASP-55,203.758114,-17.503464,11.8,,10.775,10.443,,299.97,1.11,1.09,3.0,"1SWASP J133501.94-173012.7, 2MASS J13350194-1730124, EPIC 212300977, TYC 6125-00113-1, WASP-55 A, WISE J133501.96-173012.7"
WASP-75 b,Confirmed,1.07,1.27,2.484193,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J22493256-1040320 b, EPIC 206154641.01, GSC 05816-01135 b, K2-40 b, WASP-75 A b, WISE J224932.60-104031.7  b",WASP-75,342.385707,-10.67556,11.45,,10.362,10.097,,260.0,1.14,1.26,3.5,"2MASS J22493256-1040320, EPIC 206154641, GSC 05816-01135, K2-40, WASP-75 A, WISE J224932.60-104031.7"
KELT-12 b,Confirmed,0.95,1.79,5.0316144,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,WASP-86 b,WASP-86,267.640491678,36.5702194586,10.66,,,,,360.0,1.239,1.291,0.8,"KELT-12, 2MASS J17503372+3634128, TYC 2619-1057-1 "
XO-6 b,Confirmed,1.9,2.07,3.7650007,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,XO-6,94.79166667,73.827777803,10.25,,,,,86.0,1.47,1.93,1.88,TYC 4357-995-1
XO-7 b,Confirmed,0.709,1.373,2.8641424,,2019,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,TOI-1612.01,XO-7,277.229166685,85.233333338,10.5,,,,,234.1,1.405,1.48,1.18,BD+85 317
